sep=;
CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;Vbat;Trigger;AccX;AccY;AccZ;GyX;GyY;GyZ;N;fs;Timestamp
-98.3366307023971;-116.027304974152;-39.1304173608078;-55.7822879277519;-17.9981680376222;-322.321601298638;-77.7646138905548;-83.8946399535052;3427;0;-367;15015;4983;-762;539;236;504950;500;13:24:28.401804
157.464359972917;112.105295729241;55.3930471120402;-155.215447603579;-338.095003496273;-469.751892214641;-47.0273095042212;50.9592730627628;3427;0;-367;15015;4983;-762;539;236;504951;500;13:24:28.401820
124.85959278731;71.06061541487;26.5031535446178;-187.813559543574;-528.969230362389;-562.654117419152;-53.4406145755784;-6.67213088995777;3427;0;-367;15015;4983;-762;539;236;504952;500;13:24:28.401832
108.557030239317;78.2255274711642;86.4164110244019;6.57692802321981;-184.79109504685;-318.487879486638;-45.8592869310523;-21.8462384499144;3427;0;-367;15015;4983;-762;539;236;504953;500;13:24:28.401844
96.4287774729892;96.2291055056266;112.784464728436;91.2150449652981;140.190059394867;87.6036304088775;-122.839268195035;-57.6986692106584;3427;0;-367;15015;4983;-762;539;236;504954;500;13:24:28.401857
181.835332522809;224.309919789084;308.749427845003;394.410565141501;840.718484867946;784.756894983351;-189.909401195066;-21.5513853403972;3427;0;-367;15015;4983;-762;539;236;504955;500;13:24:28.401870
240.330808456347;291.157706412952;414.805429383763;521.886252898577;964.042979108926;865.994467318058;-203.465970804391;1.22664143599104;3427;0;-602;14793;5149;-353;56;275;504956;500;13:24:28.401884
288.148911713215;343.24683901656;481.758389941882;598.062258053222;815.490609480417;657.003417212283;-117.470638060244;23.7201720740413;3427;0;-602;14793;5149;-353;56;275;504957;500;13:24:28.401912
266.790072976699;283.372442151071;368.982023085468;433.770674167579;508.768191713141;351.221807425376;56.8925737440004;57.8568322039209;3427;0;-602;14793;5149;-353;56;275;504958;500;13:24:28.401928
168.175283231336;110.947553213569;74.7501965261763;-87.228689643438;-244.31095463282;-227.016499848804;63.1205075783655;23.9901828593574;3427;0;-602;14793;5149;-353;56;275;504959;500;13:24:28.401943
137.366380643944;62.9023158431519;1.82018818822689;-250.926045710308;-408.622114593978;-397.54521136207;-24.1439585381886;-17.4044571042759;3427;0;-602;14793;5149;-353;56;275;504960;500;13:24:28.401960
128.799243264337;65.1419051993871;47.0629066113615;-128.357897609269;-231.004126961227;-434.754284844501;-38.7680019281106;3.33078409347218;3427;0;-602;14793;5149;-353;56;275;504961;500;13:24:28.401977
-6.86548600107199;-41.9611194219906;-17.5732952272519;-71.9088315648551;-43.6701836386928;-267.763654440758;-24.3892597782542;-85.5051341912476;3427;0;-602;14793;5149;-353;56;275;504962;500;13:24:28.402373
83.7508706583467;38.1055402730126;44.8041354465531;-22.1243481506826;62.8201233388972;-58.1292864031857;17.6357758140075;-18.2039109437028;3427;0;-602;14793;5149;-353;56;275;504963;500;13:24:28.402394
