CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp
442.72858619710297,325.489394675242,86.1088390084915,-213.249774028955,-1503.7330920481197,-2029.44658439379,432.90918498823896,440.134922914091,3427,1,-1933,15439,4568,-4187,-4228,-248,684488,500,12.894824000000002
239.836241124518,-68.09466130728829,-480.288192769978,-719.606295721838,-1242.7428222772699,-1267.69407437131,129.421649879136,268.661454451154,3427,0,-1933,15439,4568,-4187,-4228,-248,684489,500,12.894860000000001
52.3868726056244,-11.5627037391532,-387.695755552966,-858.881394822791,-980.9880132136459,-566.0855228326401,29.461938771419202,28.762790763284997,3427,0,-1933,15439,4568,-4187,-4228,-248,684490,500,12.894895
494.33018614782503,926.7104424402349,916.1260744741879,372.005071468069,443.200919322873,11.5091039331164,-18.569588534708604,125.757561128587,3427,0,-1933,15439,4568,-4187,-4228,-248,684491,500,12.89493
391.13096565415606,643.841019001673,588.792360055842,110.79887707068701,136.36885611704201,-548.992887575994,-58.0506077731261,144.02393426897498,3427,0,-1933,15439,4568,-4187,-4228,-248,684492,500,12.894967000000001
133.186968332215,342.616342273424,512.966056036996,159.91783347522102,-152.724444021122,-1004.09300858888,15.2570120640448,90.50681769603399,3427,0,-1933,15439,4568,-4187,-4228,-248,684493,500,12.895005000000001
-32.103929467382805,23.277447031694496,370.49178606178594,242.204500581662,-102.315363461152,-555.123889852141,148.267103652994,36.6607164924499,3427,0,-1933,15439,4568,-4187,-4228,-248,684494,500,12.895045000000001
174.34417202440102,87.5365656191716,189.038577340543,390.035084788833,438.378893398127,464.633201648598,245.822998191637,156.397450349992,3427,0,-1933,15439,4568,-4187,-4228,-248,684495,500,12.895085000000002
25.4274166745017,58.571389362332404,35.681311503867605,149.436982016661,581.761568702786,238.39838368044,-20.5664043102297,-26.472325623151804,3427,0,-1063,14738,4659,-5443,-3793,-2138,684496,500,12.895134
-172.31175009292198,-208.53347977623298,239.998912600451,833.0403646840421,1207.28532079593,427.384099749674,-99.7853139755316,-81.845386040397,3427,0,-1063,14738,4659,-5443,-3793,-2138,684497,500,12.895179
-512.661781431991,-1244.43546803959,-646.39656040282,583.890306263551,964.365999659582,-434.409296658414,-35.905319026787794,-16.2804466034286,3427,0,-1063,14738,4659,-5443,-3793,-2138,684498,500,12.895224
-774.2104974969991,-1553.84264332138,-731.669230258209,1222.2628718871601,2436.6672182817997,372.145069005375,-33.4401607031468,-200.963948105229,3427,0,-1063,14738,4659,-5443,-3793,-2138,684499,500,12.895272
-568.38315274936,-1146.80895348499,-1068.25988022157,-198.47671987896302,457.093606302748,710.495690033538,111.10124303866199,-169.677820071112,3427,0,-1063,14738,4659,-5443,-3793,-2138,684500,500,12.895320000000002
-306.472814711888,-35.278394266963,-290.590741073596,-909.819166949717,-985.004288965487,-227.40206408814998,-41.3093647018541,-255.04404566856098,3427,0,-1063,14738,4659,-5443,-3793,-2138,684501,500,12.895369
361.60232345107903,1032.5605613529901,871.895675208769,368.29353491924104,180.64792992791598,-331.750420541386,-84.4904766001855,-33.2603728520917,3427,0,-1063,14738,4659,-5443,-3793,-2138,684502,500,12.895424
678.47800338667,1092.2839958641,870.0665130155389,310.735880898079,105.45369172104999,-336.40179613512004,105.40759378863702,287.117129613645,3427,0,-1063,14738,4659,-5443,-3793,-2138,684503,500,12.895480000000001
196.37295374716598,190.26611004827998,-312.344521218562,-1288.40941969599,-1996.0480812825601,-735.4991614766769,170.699322576693,191.077843747335,3427,0,-1063,14738,4659,-5443,-3793,-2138,684504,500,12.942813000000001
-59.1076823548065,-204.615605161991,-1124.21639133641,-2693.62872790519,-4952.68130900853,-1436.6514141251098,359.387287769699,151.88017501402598,3427,0,-1063,14738,4659,-5443,-3793,-2138,684505,500,12.942882
-18.2404496002709,-201.03455245296902,-1028.55275211541,-1799.5527695474698,-3009.7977699334697,-1393.61919082789,222.73731040966203,97.26610091060871,3427,0,-394,13761,4542,-3076,-1747,-1804,684506,500,12.942938000000002
0.254737754905364,8.21514749538619,-101.284009516239,85.1249739899649,968.9774963921229,748.71621632349,27.166532638657397,26.436535139801002,3427,0,-394,13761,4542,-3076,-1747,-1804,684507,500,12.942997
169.568384933169,298.326138964854,135.680427840678,-307.55271004219,-903.4622814079339,-420.06231364212005,-172.91928120743302,53.8775748374173,3427,0,-394,13761,4542,-3076,-1747,-1804,684508,500,12.943057000000001
293.036184125114,707.033363614231,790.035047980142,814.1859605619679,1476.9002512456198,955.84916566225,-36.600924558704705,7.43659723422024,3427,0,-394,13761,4542,-3076,-1747,-1804,684509,500,12.943118
186.388998415699,587.898442718782,858.8206191804491,1323.64935258444,2419.3408133758103,1529.4814425527,-74.89530442090471,-54.324665784835794,3427,0,-394,13761,4542,-3076,-1747,-1804,684510,500,12.943192000000002
175.47218828945202,383.772267259075,742.8704534218409,1486.83749814125,2197.1717432978603,786.1326992224789,-265.745459528523,-40.7815627361415,3427,0,-394,13761,4542,-3076,-1747,-1804,684511,500,12.943252000000001
206.422165029711,303.417173807626,535.920704927645,1035.78173921362,418.502970220317,-385.212439358875,-33.8472093800083,100.787286397652,3427,0,-394,13761,4542,-3076,-1747,-1804,684512,500,12.943314
247.908754636359,137.59771079733,-260.738499000319,-896.326383959153,-2157.81119745673,-1139.44766891911,474.39916839607804,346.915146339685,3427,0,-394,13761,4542,-3076,-1747,-1804,684513,500,12.943382000000001
