CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Vbat,Trigger,AccX,AccY,AccZ,GyX,GyY,GyZ,N,fs,Timestamp
-297.411157699738,-323.818163951393,-264.83938466547994,-467.84918247713404,-734.612253692874,-595.903762050963,-25.0789512728225,-135.21833887614798,3427,0,-784,14813,5205,444,165,-25,681200,500,6.325688
-582.088073732972,-932.893704306916,-873.637337494525,-727.9805799087919,-770.193195230851,-628.371470067766,-34.2435048144544,-203.041337050265,3427,0,-784,14813,5205,444,165,-25,681201,500,6.325764
-717.1064547795689,-1233.22149405081,-1028.6063741043902,-664.848639963311,-479.350812463963,-349.366489407781,-13.479881195409698,-216.34710871626203,3427,0,-784,14813,5205,444,165,-25,681202,500,6.3258410000000005
-1000.4663047284402,-1370.7510566720698,-861.613528421381,-458.385786916566,-193.11535900255,-355.062164979172,-207.624217606906,-415.3087868128201,3427,0,-784,14813,5205,444,165,-25,681203,500,6.325923
-766.481529844459,-846.661867568735,-401.52961254480795,-43.80901132812139,277.371259254927,-69.5051243359339,-383.436027554446,-450.782675682334,3427,0,-784,14813,5205,444,165,-25,681204,500,6.326008000000001
-283.97083675972,-112.447507622419,53.8183548505185,298.01757368529803,471.67265310697303,307.888299560989,-236.057239207788,-265.18421377381304,3427,0,-784,14813,5205,444,165,-25,681205,500,6.326105
169.669323423033,459.565596266068,332.553544994094,435.82079414118203,384.28643603224197,247.283443510009,-76.5971825370216,-63.01189004024489,3427,0,-784,14977,5163,214,185,-29,681206,500,6.326199000000001
43.252498638758,-62.74095879879311,-53.046383704291706,-62.12407226522921,-96.54086644639031,273.88163524691504,140.499346644967,68.0697198531125,3427,0,-784,14977,5163,214,185,-29,681207,500,6.326289
-367.78628031001404,-972.046106178313,-552.0847340783799,-354.105250840861,-305.035891281033,56.669090075534804,186.93617906031398,23.6061361172469,3427,0,-784,14977,5163,214,185,-29,681208,500,6.326385
-751.8152318040669,-1406.87210854015,-865.001444941619,-661.307506645651,-682.833405953395,-241.30785352300202,77.7613629919942,-229.983585243346,3427,0,-784,14977,5163,214,185,-29,681209,500,6.326481
-466.202740873385,-669.5547535941,-542.947683610721,-489.63680852894305,-579.8817946776401,-350.717438234075,43.4840769000002,-238.917153926101,3427,0,-784,14977,5163,214,185,-29,681210,500,6.326592000000001
431.98405446668,945.9968065737049,347.50348446134,-61.7166620750504,-328.137387117284,-594.890216201427,-66.8853299162001,-102.642831812729,3427,0,-784,14977,5163,214,185,-29,681211,500,6.326708
473.259418822068,801.2867928409249,283.756001643138,-146.942235142516,-567.453269507852,-1171.8767110765302,-118.236554639065,-37.628492305753795,3427,0,-784,14977,5163,214,185,-29,681212,500,6.326815000000001
321.213998610969,473.515648555011,234.70590190018999,52.119928303931395,-450.978425583453,-660.415972598945,-145.091964908293,-30.0681021991186,3427,0,-784,14977,5163,214,185,-29,681213,500,6.3269210000000005
538.7408166300451,833.516516423202,837.162936358131,915.4979470426621,-497.921050008154,56.3516004477278,-68.25670422613621,11.186428205924999,3427,0,-784,14977,5163,214,185,-29,681214,500,6.327035
412.67508815450105,285.67368800845003,-20.793311289511603,-343.652508471772,50.002346319757606,653.860257587454,128.858775087167,138.381266701501,3427,0,-784,14977,5163,214,185,-29,681215,500,6.327177000000001
-132.187219754822,-573.337791893631,-222.099653922487,103.296990225179,645.737454781192,979.5451686527811,197.30187790951499,50.3268392619211,3427,0,-719,15116,5083,-66,8,11,681216,500,6.327304000000001
-486.39713479761804,-1147.32562044577,-211.20293981267602,632.110681810678,1073.02089667291,1133.18143295916,301.651147068129,65.7259124894626,3427,0,-719,15116,5083,-66,8,11,681217,500,6.327432000000001
-644.371624191757,-1251.01481149113,-512.470347853377,285.76159338437697,688.9981684676311,897.293608728389,265.561007358774,13.3553592329845,3427,0,-719,15116,5083,-66,8,11,681218,500,6.327558000000001
-217.01900987629799,-0.87138411810156,-442.26935264654503,-188.441814302903,35.4700451678655,291.661453154811,37.124358348723,-164.56750116217898,3427,0,-719,15116,5083,-66,8,11,681219,500,6.32768
